BezNr;BSN;Schulname;StNr;BauwerkNr;MaßnahmeNr;Leistungsart;Standardleistung;Prio;Menge;Einheit;Mengenfaktor;Preisfaktor;Gesamtkosten;Finanzierung;Ignorieren;Bemerkung SenBJW;Unterpriorisierung durch FM Bau BA MarzHell für Maßnahmenumsetzung
10;10G17;Beatrix-Potter-Grundschule;10G17-01;10G17-01-C;10G17-01-C-011;Raumsanierung;Grundschulraum;1;1215,92;m²;1;1;425.572,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G17;Beatrix-Potter-Grundschule;10G17-01;10G17-01-C;10G17-01-C-013;Sanitärsanierung;Sanitärbereich;1;58,5;m²;1;1;128.700,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;783,02;m²;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-002;Fassade sanieren;Fassade (einfach);1;3059,84;m²;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-003;Dach sanieren;Flachdach;1;1114,54;m²;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-004;Barrierefreiheit schaffen;Aufzugsanlage einbauen;1;1;Stk;1;1,14285714285714;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-005;Barrierefreiheit schaffen;Rampe errichten;1;1;Stk;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-006;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-007;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;190;Stk;0,105263157894737;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-008;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);1;4;Stk;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-009;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;1;3;Stk;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-010;Raumsanierung;Grundschulraum;1;4952,53;m²;1;1;0,00 €;;WAHR;;_
10;10G18;Pusteblume-Grundschule;10G18-01;10G18-01-A;10G18-01-A-011;Sanitärsanierung;Sanitärbereich;1;207,42;m²;1;1;0,00 €;;WAHR;;_
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;495,65;m²;1;1;346.955,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-005;Dach sanieren;Flachdach;1;930,34;m²;1;1;139.551,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-011;Barrierefreiheit schaffen;Aufzugsanlage einbauen;1;1;Stk;1;0,857142857142857;150.000,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-012;Barrierefreiheit schaffen;Rampe errichten;1;1;Stk;1;1;20.000,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-013;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;2;Stk;1;1;100.000,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-014;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;180;Stk;0,111111111111111;1;200.000,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-015;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);1;6;Stk;1;1;150.000,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-017;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;1;1;300.000,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-019;Raumsanierung;Grundschulraum;1;2643,06;m²;1;1;925.071,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-01;10G19-01-C;10G19-01-C-021;Sanitärsanierung;Sanitärbereich;1;212,67;m²;1;1;467.874,00 €;;FALSCH;;C
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-002;Fassade sanieren;Fassade (einfach);1;2153,3;m²;1;1;322.995,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-004;Dach sanieren;Flachdach;1;1046,62;m²;1;1;156.993,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-006;Barrierefreiheit schaffen;Aufzugsanlage einbauen;1;1;Stk;1;1,14285714285714;200.000,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-007;Barrierefreiheit schaffen;Rampe errichten;1;1;Stk;1;1;20.000,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-008;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;50.000,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-009;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;174;Stk;0,114942528735632;1;200.000,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-010;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);1;7;Stk;1;1;175.000,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-016;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;1;3;Stk;1;1;600.000,00 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-018;Raumsanierung;Grundschulraum;1;4528,35;m²;0,6;1;950.953,50 €;;FALSCH;;B
10;10G19;Bücherwurm-Schule am Weiher (Grundschule);10G19-02;10G19-02-A;10G19-02-A-020;Sanitärsanierung;Sanitärbereich;1;199,92;m²;1;1;439.824,00 €;;FALSCH;;B
10;10G22;Kolibri-Grundschule;10G22-01;10G22-01-HOF;10G22-01-HOF-005;Schulhofsanierung;Schulhof 90% verschlissen;1;12442;m²;1;0,8;1.493.040,00 €;;FALSCH;;A
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-A;10G25-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;783,02;m²;1;1;548.114,00 €;;FALSCH;;B
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-A;10G25-01-A-003;Fassade sanieren;Fassade (einfach);1;3059,84;m²;1;1;458.976,00 €;;FALSCH;;B
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-A;10G25-01-A-005;Dach sanieren;Flachdach;1;1114,54;m²;1;1;167.181,00 €;;FALSCH;;B
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-A;10G25-01-A-007;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;190;Stk;0,105263157894737;1;200.000,00 €;;FALSCH;;B
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-A;10G25-01-A-008;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;1;3;Stk;1;1;600.000,00 €;;FALSCH;;B
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-A;10G25-01-A-010;Raumsanierung;Grundschulraum;1;4944,91;m²;0,600000808912599;1;1.038.432,50 €;;FALSCH;;B
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-A;10G25-01-A-012;Sanitärsanierung;Sanitärbereich;1;207,42;m²;0,599990357728281;1;273.790,00 €;;FALSCH;;B
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-C;10G25-01-C-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-C;10G25-01-C-004;Fassade sanieren;Fassade (einfach);1;747,64;m²;0,5;1;56.073,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-C;10G25-01-C-006;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-C;10G25-01-C-009;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-C;10G25-01-C-011;Raumsanierung;Grundschulraum;1;806,02;m²;1;1;282.107,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G25;Grundschule am Schleipfuhl;10G25-01;10G25-01-C;10G25-01-C-013;Sanitärsanierung;Sanitärbereich;1;58,14;m²;1;1;127.908,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G26;Friedrich-Schiller-Grundschule;10G26-01;10G26-01-B;10G26-01-B-006;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;1;1;Stk;1;1;1.800.000,00 €;;FALSCH;;B
10;10G26;Friedrich-Schiller-Grundschule;10G26-01;10G26-01-HOF;10G26-01-HOF-007;Schulhofsanierung;Schulhof 90% verschlissen;1;3791;m²;1;1;568.650,00 €;;FALSCH;;C
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-C;10G29-01-C-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;75,14;m²;1;1;52.598,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-C;10G29-01-C-002;Fassade sanieren;Fassade (einfach);1;747,64;m²;1;1;112.146,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-C;10G29-01-C-004;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-C;10G29-01-C-010;Raumsanierung;Grundschulraum;1;1104,78;m²;1;1;386.673,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G29;Grundschule an der Wuhle;10G29-01;10G29-01-C;10G29-01-C-012;Sanitärsanierung;Sanitärbereich;1;58,5;m²;1;1;128.700,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-C;10G30-01-C-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-C;10G30-01-C-004;Fassade sanieren;Fassade (einfach);1;747,64;m²;1;1;112.146,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-C;10G30-01-C-006;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-C;10G30-01-C-011;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-C;10G30-01-C-013;Raumsanierung;Grundschulraum;1;1225,61;m²;1;1;428.963,50 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G30;Mahlsdorfer Grundschule;10G30-01;10G30-01-C;10G30-01-C-015;Sanitärsanierung;Sanitärbereich;1;58,5;m²;1;1;128.700,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-001;Fenster ersetzen;Fenster (Kastenfenster);1;464,15;m²;1;1;417.735,00 €;;FALSCH;;D
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-002;Fassade sanieren;Fassade (einfach);1;1482,08;m²;1;1;222.312,00 €;;FALSCH;;D
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-003;Dach sanieren;Steildach;1;2082,2;m²;1;1;728.770,00 €;;FALSCH;;D
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-004;Barrierefreiheit schaffen;Aufzugsanlage einbauen;1;1;Stk;1;1,14285714285714;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-005;Barrierefreiheit schaffen;Rampe errichten;1;1;Stk;1;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-006;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-007;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;125;Stk;0,16;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-008;Barrierefreiheit schaffen;WC behindertengerecht umbauen (4/Gebäude);1;4;Stk;1;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-009;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;1;2;Stk;1;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-010;Raumsanierung;Grundschulraum;1;4243,56;m²;1;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-012;Sanitärsanierung;Sanitärbereich;1;131,39;m²;1;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-A;10G31-01-A-014;Komplettsanierung Sporthalle(n);Sporthalle 15mx27m;1;1;Stk;1;1;0,00 €;F;WAHR;I-Maßnahme;_
10;10G31;Franz-Carl-Achard-Grundschule;10G31-01;10G31-01-HOF;10G31-01-HOF-015;Schulhofsanierung;Schulhof 90% verschlissen;1;9727;m²;1;1;1.459.050,00 €;;FALSCH;"./. MEB erfolgt; ./. SH neu";C
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-B;10G33-01-B-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;196,41;m²;1;1;137.487,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-B;10G33-01-B-005;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-B;10G33-01-B-011;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;1;Stk;1;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-B;10G33-01-B-013;Raumsanierung;Grundschulraum;1;1194,3;m²;1;1;418.005,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G33;Ulmen-Grundschule;10G33-01;10G33-01-B;10G33-01-B-015;Sanitärsanierung;Sanitärbereich;1;58,5;m²;1;1;128.700,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;1012,96;m²;1;1;709.072,00 €;;FALSCH;;C
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-002;Fassade sanieren;Fassade (einfach);1;2035;m²;1;1;305.250,00 €;;FALSCH;;C
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-003;Dach sanieren;Flachdach;1;1126,67;m²;1;1;169.000,50 €;;FALSCH;;C
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-005;Barrierefreiheit schaffen;Rampe errichten;1;1;Stk;1;1;20.000,00 €;;FALSCH;;C
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-006;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;50.000,00 €;;FALSCH;;C
10;10G34;Schule am grünen Stadtrand;10G34-01;10G34-01-A;10G34-01-A-009;Raumsanierung;Oberschulraum;1;4969,6;m²;1;1;3.354.480,00 €;;FALSCH;;C
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-A;10K01-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;1659,68;m²;1;1;1.161.776,00 €;;FALSCH;;A
10;10K01;Rudolf-Virchow-Schule;10K01-01;10K01-01-A;10K01-01-A-003;Raumsanierung;Oberschulraum;1;16924,46;m²;0,100000236344321;1;1.142.403,75 €;;FALSCH;;A
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-C;10K02-02-C-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;131,35;m²;1;1;91.945,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-C;10K02-02-C-007;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-C;10K02-02-C-016;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-C;10K02-02-C-020;Raumsanierung;Grundschulraum;1;1666,38;m²;1;1;583.233,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-C;10K02-02-C-024;Sanitärsanierung;Sanitärbereich;1;87,75;m²;1;1;193.050,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;A
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-D;10K02-02-D-003;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;131,35;m²;1;1;91.945,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-D;10K02-02-D-008;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-D;10K02-02-D-017;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-D;10K02-02-D-021;Raumsanierung;Grundschulraum;1;1666,38;m²;1;1;583.233,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-D;10K02-02-D-025;Sanitärsanierung;Sanitärbereich;1;87,75;m²;1;1;193.050,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-E;10K02-02-E-004;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;131,35;m²;1;1;91.945,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;C
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-E;10K02-02-E-009;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;C
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-E;10K02-02-E-018;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;C
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-E;10K02-02-E-022;Raumsanierung;Grundschulraum;1;1666,38;m²;1;1;583.233,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;C
10;10K02;Ernst-Haeckel-Schule;10K02-02;10K02-02-E;10K02-02-E-026;Sanitärsanierung;Sanitärbereich;1;87,75;m²;1;1;193.050,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;C
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;601,5;m²;1;1;421.050,00 €;;FALSCH;;B
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-002;Fassade sanieren;Fassade (einfach);1;1617,7;m²;1;1;242.655,00 €;;FALSCH;;B
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-003;Dach sanieren;Flachdach;1;1067;m²;1;1;160.050,00 €;;FALSCH;;B
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-005;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;50.000,00 €;;FALSCH;;B
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-008;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;1;2;Stk;1;1;400.000,00 €;;FALSCH;;B
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-A;10K03-01-A-009;Raumsanierung;Oberschulraum;1;4156,36;m²;0,5;1;1.402.771,50 €;;FALSCH;;B
10;10K03;Kerschensteiner-Schule;10K03-01;10K03-01-HOF;10K03-01-HOF-012;Schulhofsanierung;Schulhof 90% verschlissen;1;5036;m²;1;1;755.400,00 €;;FALSCH;;C
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-C;10K04-01-C-008;Komplettsanierung Sporthalle(n);Sporthalle 27mx45m;1;1;Stk;1;1;2.100.000,00 €;;FALSCH;;A
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-E;10K04-01-E-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;131,35;m²;1;1;91.945,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-E;10K04-01-E-002;Fassade sanieren;Fassade (einfach);1;747,64;m²;1;1;112.146,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-E;10K04-01-E-003;Dach sanieren;Flachdach;1;560;m²;1;1;84.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-E;10K04-01-E-004;Barrierefreiheit schaffen;Tür behindertengerecht umbauen (20/Gebäude);1;41;Stk;0,48780487804878;1;200.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich. Bei temporären Gebäude (MUR) Barrierefreiheit nur EG, keine Aufzüge.;B
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-E;10K04-01-E-005;Zweiter Rettungsweg;Zweiter Rettungsweg errichten klein;1;2;Stk;0,5;1;150.000,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-E;10K04-01-E-006;Raumsanierung;Oberschulraum;1;1120,22;m²;1;1;756.148,50 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K04;Thüringen-Schule (Gemeinschaftsschule);10K04-01;10K04-01-E;10K04-01-E-007;Sanitärsanierung;Sanitärbereich;1;58,5;m²;1;1;128.700,00 €;;FALSCH;Wirtschaftlichkeitsuntersuchung erforderlich;B
10;10K05;Jean-Piaget-Schule;10K05-01;10K05-01-C;10K05-01-C-009;Komplettsanierung Sporthalle(n);Sporthalle 22mx44m;1;2;Stk;1;1;3.600.000,00 €;;FALSCH;;A+B
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-001;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;989,89;m²;1;1;692.923,00 €;;FALSCH;;B
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-002;Fassade sanieren;Fassade (einfach);1;1959,02;m²;0,300002041837245;1;88.156,50 €;;FALSCH;;B
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-004;Barrierefreiheit schaffen;Rampe errichten;1;1;Stk;1;1;20.000,00 €;;FALSCH;;B
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-005;Barrierefreiheit schaffen;Eingangsbereiche umbauen;1;1;Stk;1;1;50.000,00 €;;FALSCH;;B
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-013;Zweiter Rettungsweg;Zweiter Rettungsweg errichten mittel;1;2;Stk;0,5;1;200.000,00 €;;FALSCH;;B
10;10K06;Georg-Klingenberg-Schule;10K06-01;10K06-01-A;10K06-01-A-015;Raumsanierung;Oberschulraum;1;3994,4;m²;0,75;1;2.022.165,00 €;;FALSCH;;B
10;10K08;Johann-Julius-Hecker-Schule;10K08-01;10K08-01-D;10K08-01-D-002;Fenster ersetzen;Fenster (alle außer Kastenfenster);1;56,36;m²;1;1;39.452,00 €;;FALSCH;;B
